# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "16" "-Q" "0" "-M" "-a" "/mnt/Scripts/SHARE-seq-alignment//gtf/mm10.gencode.gtf" "-t" "gene" "-g" "gene_name" "-o" "example_RNA.mm10.feature.count.txt" "-R" "BAM" "example_RNA.mm10.exon.featureCounts.bam" 
Geneid	Chr	Start	End	Strand	Length	example_RNA.mm10.exon.featureCounts.bam
Mgat4a	chr1	37439340	37541016	-	101677	0
4930594C11Rik	chr1	37485851	37488605	-	2755	0
Gm43213	chr1	37487193	37488982	-	1790	0
2010300C02Rik	chr1	37611677	37720085	-	108409	4
4930556I23Rik	chr1	37614259	37615372	+	1114	0
4930470B04Rik	chr1	37660722	37662647	+	1926	0
Gm19863	chr1	37694447	37696664	-	2218	0
Tsga10	chr1	37754776	37866429	-	111654	1
Gm26805	chr1	37865299	37871388	+	6090	0
Lipt1	chr1	37871738	37876228	+	4491	0
Mitd1	chr1	37874801	37890411	-	15611	0
Mrpl30	chr1	37890477	37898535	+	8059	0
Lyg2	chr1	37905923	37916493	-	10571	0
Gm15457	chr1	37933596	37954136	+	20541	0
Lyg1	chr1	37946736	37957759	-	11024	0
Gm23409	chr1	37973967	37974203	+	237	0
Txndc9	chr1	37985189	37997893	-	12705	0
Eif5b	chr1	37998010	38055579	+	57570	0
Rev1	chr1	38052786	38129801	-	77016	0
Gm37062	chr1	38076295	38077305	-	1011	0
Gm5099	chr1	38132083	38159892	+	27810	0
Aff3	chr1	38177326	38664955	-	487630	7
Gm16150	chr1	38235420	38246666	+	11247	0
Gm16151	chr1	38307902	38311930	+	4029	0
Gm16152	chr1	38384949	38393974	+	9026	0
Gm34727	chr1	38487519	38488047	+	529	0
Gm38135	chr1	38722620	38723121	+	502	0
2610300A13Rik	chr1	38767184	38767686	+	503	0
Lonrf2	chr1	38793645	38836711	-	43067	0
Chst10	chr1	38863867	38898161	-	34295	0
Gm37707	chr1	38884754	38888072	+	3319	0
Gm6621	chr1	38907945	38908716	+	772	0
Nms	chr1	38939149	38950276	+	11128	0
Pdcl3	chr1	38985608	38997238	+	11631	0
Gm37309	chr1	38992678	38994316	+	1639	0
Gm37821	chr1	39048648	39057637	-	8990	0
Gm37091	chr1	39081252	39083338	-	2087	0
Mir6349	chr1	39186896	39186992	-	97	0
Npas2	chr1	39193731	39363236	+	169506	0
Gm20428	chr1	39276283	39276565	-	283	0
Gm3617	chr1	39314899	39315453	+	555	0
Rpl31	chr1	39367842	39371911	+	4070	0
Tbc1d8	chr1	39371492	39478755	-	107264	2
Gm37265	chr1	39419048	39419932	-	885	0
Gm24826	chr1;chr1	39519533;39519533	39519748;39519747	+;+	216	0
Cnot11	chr1	39534992	39546889	+	11898	0
Gm15832	chr1	39547570	39552002	-	4433	0
Snord89	chr1	39548745	39548854	-	110	0
Rnf149	chr1	39551296	39577405	-	26110	0
Gm23722	chr1	39573746	39573875	-	130	0
Gm5100	chr1	39597417	39598005	-	589	0
Creg2	chr1	39618406	39651474	-	33069	0
D930019O06Rik	chr1	39650176	39657390	+	7215	0
Rfx8	chr1	39665301	39720997	-	55697	0
Gm3646	chr1	39804148	39805332	-	1185	0
1700066B17Rik	chr1	39839175	39847334	-	8160	0
Map4k4	chr1	39900913	40026310	+	125398	0
4930456G14Rik	chr1	40049039	40050368	-	1330	0
Il1r2	chr1	40074079	40125231	+	51153	0
Gm16894	chr1	40076228	40085851	-	9624	0
Gm37347	chr1	40088511	40091581	+	3071	0
Il1r1	chr1	40225080	40317257	+	92178	0
Gm38070	chr1	40238020	40244499	+	6480	0
Il1rl2	chr1	40324610	40367562	+	42953	0
Gm17970	chr1	40353852	40354536	+	685	0
Il1rl1	chr1	40429570	40465415	+	35846	0
Il18r1	chr1	40465552	40500854	+	35303	0
Il18rap	chr1	40515362	40551705	+	36344	0
Gm35801	chr1	40572188	40580662	-	8475	0
Slc9a4	chr1	40580081	40630725	+	50645	0
Gm37435	chr1	40582895	40586841	-	3947	0
Slc9a2	chr1	40680574	40769273	+	88700	0
Gm37623	chr1	40691442	40697636	-	6195	0
Gm37915	chr1	40771385	40785343	+	13959	0
Mfsd9	chr1	40772038	40790687	-	18650	0
Tmem182	chr1	40805601	40856887	+	51287	0
Gm5973	chr1	40863737	40864232	-	496	0
4930448I06Rik	chr1	41167587	41181252	-	13666	0
Gm28634	chr1	41526931	41529543	-	2613	0
Gm29260	chr1	41781808	41939560	+	157753	0
Gm5267	chr1	42103289	42104333	+	1045	0
Gm8176	chr1	42179290	42180388	-	1099	0
Gm9915	chr1	42229726	42231108	+	1383	0
Gm29664	chr1	42238233	42238695	-	463	0
Gm28175	chr1	42261855	42304412	+	42558	0
Gm28140	chr1	42324590	42355937	-	31348	0
Gm37047	chr1	42491813	42495663	+	3851	0
Pantr1	chr1	42590782	42694842	-	104061	0
4930420N18Rik	chr1	42651726	42652401	+	676	0
Pou3f3	chr1	42694925	42703176	+	8252	0
Gm20646	chr1	42694925	42744791	+	49867	0
Pantr2	chr1	42707061	42713454	-	6394	0
Dalir	chr1	42750712	42752881	+	2170	0
Mrps9	chr1	42851233	42905683	+	54451	1
Gm23126	chr1	42866685	42866818	-	134	0
Gpr45	chr1	42952872	43035456	+	82585	0
Gm24001	chr1	43036845	43036929	+	85	0
Tgfbrap1	chr1	43047200	43098637	-	51438	0
Gm28782	chr1	43056267	43057134	+	868	0
8430432A02Rik	chr1	43092588	43093835	+	1248	0
AI597479	chr1	43098710	43115947	+	17238	0
Fhl2	chr1	43123074	43196984	-	73911	1
Gm8210	chr1	43189156	43189638	+	483	0
Gm29040	chr1	43250156	43302925	-	52770	0
Gm29610	chr1	43270683	43271135	+	453	0
Gm29041	chr1	43409584	43409963	+	380	0
Nck2	chr1	43444579	43570515	+	125937	3
Gm37536	chr1	43488447	43490937	+	2491	0
Gm38228	chr1	43560273	43561565	+	1293	0
Ecrg4	chr1	43730602	43742578	+	11977	0
Gm29155	chr1	43741961	43743895	-	1935	0
Gm29157	chr1	43742915	43743526	+	612	0
Gm29156	chr1	43745784	43746282	-	499	0
Uxs1	chr1	43746966	43827800	-	80835	1
Gm16103	chr1	43785910	43787188	+	1279	0
Gm19587	chr1	43888051	43888595	+	545	0
Gm8241	chr1	43898294	43899109	+	816	0
Gm26352	chr1	43902928	43903052	+	125	0
Gm24180	chr1	43918777	43918886	-	110	0
Tpp2	chr1	43933647	44003000	+	69354	0
Mettl21c	chr1	44009408	44020034	-	10627	0
Gm15838	chr1	44018470	44018649	-	180	0
Gm8251	chr1	44055872	44079746	-	23875	0
Tex30	chr1	44086613	44102441	-	15829	0
Gm29247	chr1	44091463	44110790	-	19328	0
Poglut2	chr1	44106546	44118808	-	12263	0
Bivm	chr1	44118957	44144770	+	25814	0
Ercc5	chr1	44147744	44181260	+	33517	0
Mettl21e	chr1	44204070	44218961	-	14892	0
Gm15833	chr1	44212162	44213118	+	957	0
Gm5700	chr1	44330048	44331036	-	989	0
Gm28893	chr1	44392809	44394447	+	1639	0
Txn-ps1	chr1	44463923	44464231	-	309	0
Gulp1	chr1	44551511	44796838	+	245328	0
Gm37626	chr1	44560885	44565447	+	4563	0
Gm16102	chr1	44644279	44644698	+	420	0
4930521E06Rik	chr1	44739676	44744949	-	5274	0
Gm38110	chr1	44756942	44758492	+	1551	0
Gm3489	chr1	44839171	44839698	+	528	0
Gm19480	chr1	44873486	44874152	-	667	0
Gm3496	chr1	44924149	44924893	-	745	0
Gm5268	chr1	45178067	45179006	+	940	0
Col3a1	chr1	45311538	45349706	+	38169	0
Gm47302	chr1	45311673	45311813	+	141	0
Col5a2	chr1	45374321	45503282	-	128962	0
Gm38211	chr1	45485836	45493052	-	7217	0
Gm8296	chr1	45513532	45514055	-	524	0
Gm7063	chr1	45519774	45520754	-	981	0
Gm8304	chr1	45602026	45602753	+	728	0
Gm23216	chr1	45685456	45685562	-	107	0
Gm23974	chr1	45746895	45747025	+	131	0
Gm8307	chr1	45768337	45769486	+	1150	0
Gm23984	chr1	45772962	45773164	+	203	0
Wdr75	chr1	45795166	45823619	+	28454	0
Gm28906	chr1	45833800	45836788	-	2989	0
Gm5526	chr1	45857332	45857754	-	423	0
Gm5269	chr1	45889525	45890273	-	749	0
Gm18303	chr1	45905623	45906798	+	1176	1
Slc40a1	chr1	45908068	45926523	-	18456	0
Gm9496	chr1	45971182	45976975	+	5794	0
Rpl23a-ps1	chr1	45981548	45982012	+	465	0
Gm3852	chr1	46011757	46012020	-	264	0
Stk-ps2	chr1	46020072	46030469	-	10398	0
Gm18849	chr1	46056310	46058986	+	2677	0
Dnah7b	chr1	46066315	46373550	+	307236	18
n-R5s211	chr1	46374197	46374315	+	119	0
Gm8326	chr1	46414502	46416932	+	2431	0
Dnah7c	chr1	46425592	46807476	+	381885	0
Slc39a10	chr1	46807544	46892852	-	85309	0
Gm28151	chr1	46849529	46850479	-	951	0
Gm37393	chr1	46877203	46881072	-	3870	0
Gm28527	chr1	46896583	46896879	-	297	0
Gm28825	chr1	47067788	47068025	+	238	0
Gm28826	chr1	47153461	47189071	+	35611	0
Gm4852	chr1	47365644	47366372	-	729	0
Gm38090	chr1	47433824	47435765	-	1942	0
Mir6350	chr1	47467021	47467125	-	105	0
Gm18117	chr1	47478868	47480198	+	1331	0
Gm37196	chr1	47605996	47606901	+	906	0
Gm8337	chr1	47657693	47659630	+	1938	0
Gm22419	chr1	47749279	47749399	-	121	0
Gm23829	chr1	47751299	47751568	-	270	0
Gm19206	chr1	47914989	47915815	-	827	0
Gm5974	chr1	48313866	48314851	-	986	0
Gm23240	chr1	48462173	48462293	-	121	1
Gm28830	chr1	48527639	48527851	+	213	0
Gm8354	chr1	48731579	48733090	-	1512	0
Gm19124	chr1	48783663	48784593	+	931	0
Gm8357	chr1	48881713	48882723	+	1011	0
Gm22693	chr1	49095444	49095885	+	442	0
Gm28740	chr1	49173160	49173374	-	215	0
Gm8367	chr1	49236252	49237244	+	993	0
C230029F24Rik	chr1	49244616	49340443	+	95828	0
Gm6757	chr1	49399024	49400729	-	1706	0
Gm3605	chr1	49498553	49498992	+	440	0
Gm28388	chr1	49579150	49579586	-	437	0
Gm8384	chr1	50056782	50058490	+	1709	0
4933411E06Rik	chr1	50107470	50108962	+	1493	0
Gm8391	chr1	50177566	50178291	-	726	0
Gm27330	chr1	50222389	50222520	-	132	0
Gm29665	chr1	50397552	50398079	-	528	0
Gm20118	chr1	50533030	50533191	+	162	0
Gm25843	chr1	50559762	50560075	+	314	0
Gm28321	chr1	50815375	50817701	+	2327	0
Tmeff2	chr1	50900647	51187270	+	286624	5
Gm28322	chr1	50904444	50905918	+	1475	0
Gm25736	chr1	51015313	51015413	+	101	0
Gm28319	chr1	51138281	51141222	-	2942	0
Gm28320	chr1	51148309	51150581	+	2273	0
Gm29325	chr1	51195221	51197748	+	2528	0
9330175M20Rik	chr1	51218386	51333779	-	115394	0
Cavin2	chr1	51289126	51302960	+	13835	0
Gm5253	chr1	51317528	51318552	-	1025	0
1700072G22Rik	chr1	51457932	51458931	-	1000	0
Nabp1	chr1	51465862	51478425	-	12564	0
Gm17767	chr1	51507086	51596718	-	89633	0
Gm37535	chr1	51527005	51529369	-	2365	0
Gm28055	chr1	51696324	51746943	-	50620	0
Myo1b	chr1	51749765	51916071	-	166307	1
Gm29453	chr1	51847840	51849118	-	1279	0
Gm28323	chr1	51877110	51879608	-	2499	0
Gm8419	chr1	51938254	51938665	-	412	0
Gm27607	chr1	51938974	51939095	-	122	0
Gm8420	chr1	51940664	51941261	-	598	0
Stat4	chr1	51987148	52107189	+	120042	0
Gm28177	chr1	52077261	52156087	+	78827	0
Gm3940	chr1	52090635	52091066	-	432	0
Gm31812	chr1	52108121	52113751	-	5631	0
Stat1	chr1	52119440	52161865	+	42426	0
Gm18301	chr1	52134443	52135330	-	888	0
Gls	chr1	52163448	52233232	-	69785	0
Gm5975	chr1	52287697	52289095	-	1399	0
Gm23460	chr1	52444436	52444544	-	109	0
Nab1	chr1	52457294	52500679	-	43386	0
Gm5976	chr1	52503234	52504229	-	996	0
Rps27a-ps1	chr1	52522239	52522701	+	463	0
Gm553	chr1	52522902	52582679	+	59778	1
Gm28178	chr1	52570014	52580291	-	10278	0
Gm5527	chr1	52584518	52585159	+	642	0
Nemp2	chr1	52630703	52651919	+	21217	0
Gm37242	chr1	52653808	52655892	-	2085	0
Mfsd6	chr1	52656286	52727462	-	71177	1
Gm29670	chr1	52702272	52704762	-	2491	0
Gm28650	chr1	52756719	52757129	+	411	0
Inpp1	chr1	52785427	52817688	-	32262	0
Hibch	chr1	52844929	52920986	+	76058	0
Gm16107	chr1	52873137	52873998	-	862	0
1700019D03Rik	chr1	52922324	53020179	-	97856	0
Mstn	chr1	53061640	53068079	+	6440	0
Gm24349	chr1	53100050	53100150	+	101	0
1700019A02Rik	chr1	53158577	53187636	-	29060	0
Pms1	chr1	53189187	53297018	-	107832	0
Gm28777	chr1	53196113	53197695	+	1583	0
Ormdl1	chr1	53297095	53310309	+	13215	0
Gm28778	chr1	53297111	53318035	+	20925	0
Osgepl1	chr1	53313624	53326343	+	12720	0
Gm28551	chr1	53325507	53352667	-	27161	0
Gm18800	chr1	53326206	53342186	-	15981	0
Asnsd1	chr1	53344617	53352752	-	8136	0
Gm50478	chr1	53348479	53352619	-	4141	0
Gm28779	chr1	53362149	53362471	-	323	0
Gm6799	chr1	53363114	53363686	+	573	0
Gm6801	chr1	53390415	53392585	+	2171	0
Dnah7a	chr1	53397006	53706784	-	309779	0
Gm25240	chr1	53443271	53443395	-	125	0
Stk17b	chr1	53755506	53785224	-	29719	0
Gm37863	chr1	53791201	53792657	+	1457	0
Hecw2	chr1	53806876	54195168	-	388293	4
Mir7681	chr1	53849424	53849495	+	72	0
Gm24251	chr1	53886828	53886941	-	114	0
Gm37633	chr1	54152397	54155096	-	2700	0
Gm25829	chr1	54249102	54249208	-	107	0
Ccdc150	chr1	54250683	54368727	+	118045	0
Gtf3c3	chr1	54396004	54438971	-	42968	0
Gm34066	chr1	54443404	54456763	-	13360	0
Pgap1	chr1	54472994	54557684	-	84691	0
Gm36955	chr1	54518610	54520270	-	1661	0
Gm19637	chr1	54566703	54567281	+	579	0
Ankrd44	chr1	54645340	54926387	-	281048	2
4930444A19Rik	chr1	54681729	54767524	+	85796	0
Gm37370	chr1	54737166	54738575	-	1410	0
Gm24053	chr1	54769218	54769322	+	105	0
A130048G24Rik	chr1	54913845	54916594	-	2750	0
Sf3b1	chr1	54985169	55027481	-	42313	1
E330011M16Rik	chr1	55051319	55053112	-	1794	0
Coq10b	chr1	55052770	55072702	+	19933	0
Gm17971	chr1	55066264	55067069	+	806	0
Hspd1	chr1	55077835	55088243	-	10409	0
Hspe1	chr1	55088132	55091307	+	3176	0
Gm5147	chr1	55120080	55120873	-	794	0
Gm16581	chr1	55127297	55128287	+	991	0
Mob4	chr1	55131231	55154899	+	23669	0
Gm6822	chr1	55160747	55161053	-	307	0
Rftn2	chr1	55170159	55226782	-	56624	0
Gm10561	chr1	55226251	55235622	+	9372	0
Mars2	chr1	55237177	55248470	+	11294	0
Boll	chr1	55248658	55363469	-	114812	0
Gm8292	chr1	55335401	55335796	+	396	0
Gm29138	chr1	55370016	55370363	-	348	0
Gm8531	chr1	55381195	55382087	-	893	0
Plcl1	chr1	55405921	55754285	+	348365	4
Gm38056	chr1	55440904	55445930	+	5027	0
Gm6644	chr1	55444074	55445024	-	951	0
Gm37382	chr1	55559460	55561055	+	1596	0
9130227L01Rik	chr1	55931241	55972328	+	41088	0
Gm36986	chr1	55960404	55960756	-	353	0
1700003I22Rik	chr1	56018978	56020203	+	1226	0
Gm28900	chr1	56451407	56451562	+	156	0
Gm28240	chr1	56531824	56533876	+	2053	0
Hsfy2	chr1	56636044	56637435	-	1392	0
Satb2	chr1	56793981	56978650	-	184670	0
9130024F11Rik	chr1	56971412	57050084	+	78673	0
Gm4081	chr1	56976803	56978640	+	1838	0
Gm23943	chr1	56999155	56999275	-	121	0
1700126A01Rik	chr1	57127340	57129400	+	2061	0
BC055402	chr1	57200645	57214993	-	14349	0
Gm5254	chr1	57291425	57292401	-	977	0
4930558J18Rik	chr1	57359222	57377544	-	18323	0
1700066M21Rik	chr1	57377620	57385423	+	7804	0
Tyw5	chr1	57388237	57407101	-	18865	0
Maip1	chr1	57406328	57417953	+	11626	0
Gm22371	chr1	57422244	57422373	-	130	0
Gm24014	chr1	57467870	57468026	+	157	0
Gm8581	chr1	57518523	57519412	-	890	0
Gm37373	chr1	57520831	57523642	-	2812	0
Gm17929	chr1	57561298	57564051	-	2754	0
Spats2l	chr1	57774162	57948394	+	174233	0
Gm17234	chr1	57909835	57917111	-	7277	0
Kctd18	chr1	57955101	58018956	-	63856	0
Sgo2a	chr1	57995971	58025899	+	29929	0
Aox1	chr1	58029931	58106413	+	76483	0
Aox3	chr1	58113130	58200698	+	87569	0
Gm24548	chr1	58154981	58155088	-	108	0
Aox4	chr1	58210397	58268597	+	58201	0
Gm15759	chr1	58254117	58315656	-	61540	0
Aox2	chr1	58278326	58380259	+	101934	0
Gm37607	chr1	58383512	58386134	-	2623	0
Bzw1	chr1	58392898	58407353	+	14456	0
Clk1	chr1	58410189	58424066	-	13878	1
Ppil3	chr1	58430994	58445486	-	14493	0
Nif3l1	chr1	58445151	58481816	+	36666	0
Orc2	chr1	58462771	58505109	-	42339	1
Gm23966	chr1	58466515	58466621	-	107	0
Gm15834	chr1	58505148	58523230	+	18083	0
Fam126b	chr1	58522806	58586323	-	63518	2
Ndufb3	chr1	58586384	58595964	+	9581	0
Gm29389	chr1	58625214	58625565	-	352	0
Gm18802	chr1	58630375	58637344	+	6970	0
Cbx3-ps7	chr1	58646688	58647239	+	552	0
Flacc1	chr1	58646903	58695989	-	49087	0
Gm20257	chr1	58652641	58655831	+	3191	0
Gm28803	chr1	58702309	58703986	+	1678	0
Cflar	chr1	58711508	58758884	+	47377	1
Gm3841	chr1	58785209	58785659	+	451	0
Casp8	chr1	58795374	58847503	+	52130	0
Gm37760	chr1	58797783	58801623	+	3841	0
Gm28802	chr1	58850085	58892792	-	42708	0
Trak2	chr1	58900449	58973430	-	72982	0
Stradb	chr1	58973522	58995715	+	22194	1
C2cd6	chr1	58997116	59094900	-	97785	0
AC169382.1	chr1	58997123	59003539	-	6417	0
Gm29018	chr1	59014224	59059481	+	45258	0
Gm25502	chr1	59070988	59071118	+	131	0
Tmem237	chr1	59100590	59120408	-	19819	0
G730003C15Rik	chr1	59119833	59122141	+	2309	0
Mpp4	chr1	59120935	59163389	-	42455	0
Gm29017	chr1	59151047	59169320	+	18274	0
Gm19125	chr1	59155607	59156989	+	1383	0
Als2	chr1	59162926	59237231	-	74306	0
Cdk15	chr1	59256906	59352993	+	96088	0
Gm29016	chr1	59378930	59392299	+	13370	0
Gm37737	chr1	59447865	59449502	-	1638	0
Fzd7	chr1	59482424	59486955	+	4532	0
Gm26813	chr1	59488480	59492605	-	4126	0
Gm973	chr1	59516264	59636417	+	120154	0
Gm28411	chr1	59532991	59549521	-	16531	0
1700122D07Rik	chr1	59534811	59537229	-	2419	0
Sumo1	chr1	59586558	59670834	-	84277	0
Gm24545	chr1	59626580	59626664	+	85	0
D430013B06Rik	chr1	59646200	59648071	-	1872	0
Gm29596	chr1	59673241	59673625	+	385	0
Nop58	chr1	59684971	59719044	+	34074	1
Snord70	chr1	59691934	59692020	+	87	0
Gm26293	chr1	59692509	59692592	+	84	0
Gm26287	chr1	59704258	59704338	+	81	0
Snord11	chr1	59704790	59704873	+	84	0
Bmpr2	chr1	59763400	59879014	+	115615	1
Gm38125	chr1	59801263	59804700	+	3438	0
Gm37977	chr1	59886969	59887689	-	721	0
Fam117b	chr1	59913006	59985346	+	72341	0
Gm37531	chr1	59929688	59935102	+	5415	0
Gm18829	chr1	59950403	59952464	-	2062	0
Ica1l	chr1	59982490	60043184	-	60695	0
Wdr12	chr1	60069785	60098645	-	28861	1
Carf	chr1	60098247	60153953	+	55707	0
Gm15464	chr1	60117255	60117685	+	431	0
Nbeal1	chr1	60180599	60338328	+	157730	1
Gm29332	chr1	60267402	60267628	-	227	0
Cyp20a1	chr1	60343323	60388060	+	44738	0
6030460B20Rik	chr1	60353119	60354176	+	1058	0
Abi2	chr1	60409619	60481158	+	71540	1
Raph1	chr1	60482292	60567104	-	84813	1
Gm11575	chr1	60522839	60523066	-	228	0
Gm11576	chr1	60537020	60537436	+	417	0
Gm11578	chr1	60592251	60592709	-	459	0
Gm38388	chr1	60594807	60596236	-	1430	0
Gm23762	chr1	60613698	60613803	-	106	0
Gm11577	chr1	60700872	60701937	+	1066	0
Eif4a-ps4	chr1	60703932	60705149	+	1218	0
Cd28	chr1	60716800	60773359	+	56560	0
Gm11579	chr1	60776665	60781834	-	5170	0
2310016D23Rik	chr1	60778843	60803790	+	24948	0
Gm37198	chr1	60779352	60781461	+	2110	0
Gm11609	chr1	60792490	60793832	+	1343	0
Gm11581	chr1	60809116	60809942	+	827	0
Gm38137	chr1	60880338	60881738	+	1401	0
Ctla4	chr1	60887000	60915832	+	28833	0
Rpl18-ps1	chr1	60900898	60901422	+	525	0
Gm11582	chr1	60948230	60948465	-	236	0
Icos	chr1	60977927	61000320	+	22394	0
Gm37039	chr1	60989479	60991963	+	2485	0
Rpl17-ps1	chr1	61075674	61076225	+	552	0
Gm11590	chr1	61121378	61124004	-	2627	0
Gm11591	chr1	61196541	61197242	-	702	0
Gm28083	chr1	61265291	61271514	-	6224	0
Gm11587	chr1	61301909	61307746	+	5838	0
9530026F06Rik	chr1	61378432	61395904	+	17473	0
Gm11588	chr1	61440101	61469475	+	29375	0
Gm25839	chr1	61470441	61470543	+	103	0
Gm28449	chr1	61474951	61476028	+	1078	0
Gm36943	chr1	61545882	61546163	+	282	0
Gm28094	chr1	61548122	61548511	+	390	0
4930587A21Rik	chr1	61616943	61621149	-	4207	0
Pard3b	chr1	61638824	62642284	+	1003461	1
Gm37205	chr1	61654423	61657158	+	2736	0
Gm38012	chr1	61677249	61680277	+	3029	0
Gm38278	chr1	61702527	61703891	+	1365	0
Pard3bos1	chr1	61767415	61851540	-	84126	0
Gm38075	chr1	61805221	61806140	+	920	0
Gm29640	chr1	61980930	61981207	-	278	0
Gm29641	chr1	62095081	62095339	-	259	0
Pard3bos2	chr1	62131195	62136109	-	4915	0
Gm38351	chr1	62247153	62249670	+	2518	0
Pard3bos3	chr1	62456725	62499261	-	42537	0
Gm29084	chr1	62534491	62535942	-	1452	0
Gm11600	chr1	62656695	62657788	-	1094	0
Gm11599	chr1	62660839	62661716	+	878	0
Nrp2	chr1	62703285	62818695	+	115411	0
Gm29083	chr1	62714723	62718073	-	3351	0
Gm37121	chr1	62809302	62811857	+	2556	0
Gm4208	chr1	62821355	62832370	-	11016	0
Ino80d	chr1	62958418	63114667	-	156250	1
Gm44468	chr1	63025742	63025846	+	105	0
Gm24942	chr1	63032706	63032819	+	114	0
Rps13-ps7	chr1	63038214	63038581	+	368	0
Rps27-ps1	chr1	63073774	63074019	+	246	0
Ino80dos	chr1	63113078	63158290	+	45213	0
Gm20342	chr1	63117118	63126837	+	9720	0
Ndufs1	chr1	63143596	63176833	-	33238	0
Gm24557	chr1	63161855	63161943	+	89	0
Eef1b2	chr1	63176825	63180486	+	3662	0
Gm27390	chr1	63177983	63178158	+	176	0
Gm26457	chr1;chr1	63178677;63178686	63178754;63178720	+;+	78	0
Snora41	chr1	63179004	63179135	+	132	0
Gpr1	chr1	63182691	63214543	-	31853	0
Gm27512	chr1	63198031	63198156	+	126	0
Platr12	chr1	63200313	63207967	+	7655	0
1700039I01Rik	chr1	63248021	63248499	-	479	0
Gm11608	chr1	63266848	63273120	-	6273	0
Gm24513	chr1	63273226	63273363	-	138	0
Zdbf2	chr1	63273265	63314576	+	41312	0
Gm23448	chr1	63300280	63300383	-	104	0
Gm11606	chr1	63357434	63358050	-	617	0
Gm11605	chr1	63364720	63365365	-	646	0
Adam23	chr1	63445891	63596276	+	150386	0
Gm22281	chr1	63575488	63575590	-	103	0
Gm39653	chr1	63615968	63620819	+	4852	0
Dytn	chr1	63622851	63686927	-	64077	0
Gm12748	chr1	63671468	63671971	+	504	0
Mdh1b	chr1	63698819	63730318	-	31500	0
Fastkd2	chr1	63730614	63754655	+	24042	0
4933402D24Rik	chr1	63754907	63769267	-	14361	0
Gm13751	chr1	63844827	63845578	-	752	0
Gm13754	chr1	63917848	63935932	+	18085	0
Gm13749	chr1	63964727	63968999	+	4273	0
Klf7	chr1	64029447	64122282	-	92836	1
Mir6899	chr1	64042438	64042501	-	64	0
Gm13748	chr1	64078654	64090782	+	12129	0
Gm13750	chr1	64150201	64150665	+	465	0
Gm28981	chr1	64185991	64303043	-	117053	0
Gm25748	chr1	64396334	64396403	+	70	0
Gm28980	chr1	64454359	64454577	-	219	0
Creb1	chr1	64532645	64604548	+	71904	0
Mettl21a	chr1	64606473	64617242	-	10770	0
Gm28982	chr1	64617784	64626033	+	8250	0
Gm29152	chr1	64649935	64652756	+	2822	0
2810408I11Rik	chr1	64679871	64690659	-	10789	0
Ccnyl1	chr1	64690455	64725644	+	35190	0
Fzd5	chr1	64730558	64737751	-	7194	0
Gm38058	chr1	64736240	64740607	+	4368	0
Plekhm3	chr1	64785983	64956824	-	170842	0
Rpl31-ps24	chr1	64934402	64934780	+	379	0
Rpl10a-ps1	chr1	64993951	64994604	-	654	0
Gm24788	chr1	65001307	65001462	-	156	0
Akr1cl	chr1	65012689	65032759	-	20071	0
Gm8550	chr1	65028080	65028732	+	653	0
Cryge	chr1	65048554	65051149	-	2596	0
Crygd	chr1	65061872	65063452	-	1581	0
Crygc	chr1	65071525	65073689	-	2165	0
Crygb	chr1	65080219	65082288	-	2070	0
Gm7329	chr1	65095227	65095436	+	210	0
Cryga	chr1	65100389	65103373	-	2985	0
Gm28845	chr1	65100619	65119558	-	18940	0
D630023F18Rik	chr1	65105285	65123214	-	17930	0
Idh1	chr1	65158616	65186500	-	27885	0
Pikfyve	chr1	65186683	65278695	+	92013	0
Pth2r	chr1	65282056	65389244	+	107189	0
Gm28927	chr1	65420850	65421121	-	272	0
Gm28926	chr1	65421124	65421803	-	680	0
Gm28925	chr1	65421770	65421937	-	168	0
Gm28923	chr1	65438664	65438985	-	322	0
Gm28922	chr1	65470201	65470508	-	308	0
Gm28728	chr1	65523671	65524075	-	405	0
Gm5255	chr1	65550464	65551237	-	774	0
Gm8805	chr1	65552682	65552994	+	313	0
Crygf	chr1	65926520	65928307	+	1788	0
Gm8809	chr1	66032183	66032925	-	743	0
Gm15659	chr1	66033085	66033425	+	341	0
Gm8812	chr1	66062965	66063376	+	412	0
Map2	chr1	66175273	66442583	+	267311	3
Gm24729	chr1	66305889	66306025	+	137	0
Gm10558	chr1	66322276	66328796	-	6521	0
Gm25411	chr1	66436082	66436232	+	151	0
Unc80	chr1	66468367	66699148	+	230782	3
Gm37181	chr1	66690630	66692356	-	1727	0
Rpe	chr1	66700831	66719805	+	18975	0
Kansl1l	chr1	66719248	66817562	-	98315	0
Gm37570	chr1	66765626	66768731	-	3106	0
Gm38387	chr1	66769290	66771866	-	2577	0
Gm38162	chr1	66775511	66780107	+	4597	0
Gm15789	chr1	66783913	66786445	+	2533	0
6820402A03Rik	chr1	66793645	66796298	-	2654	0
Gm37285	chr1	66799659	66800797	-	1139	0
Gm37755	chr1	66812315	66814493	+	2179	0
Gm38218	chr1	66821226	66825914	-	4689	0
Acadl	chr1	66830839	66863277	-	32439	0
Gm15793	chr1	66849108	66849602	-	495	0
Gm27934	chr1	66856641	66856703	+	63	0
Gm25832	chr1	66866797	66866926	+	130	0
Myl1	chr1	66924295	66945404	-	21110	0
Rpl31-ps14	chr1	66948563	66948940	-	378	0
